genres,user_id,year,playtime_forever
Action,420slender,2015,29285.0
Action,4234213234124,2015,27951.0
Action,42456,2015,2343.0
Action,42654264,2013,71535.0
Action,4321louis,2015,364.0
Action,434238948,2014,3910.0
Action,434238948,2015,354.0
Action,434546464,2014,1765.0
Action,434546464,2015,15623.0
Action,44196,2013,4272.0
Action,4432XABLAU,2015,147.0
Action,4545451111,2015,5792.0
Action,45514551,2015,5694.0
Action,46366536564574576346346546,2014,5536.0
Action,4801,2013,817120.0
Action,48226746,2014,73021.0
Action,486259317,2014,280.0
Action,486259317,2015,310.0
Action,4RCH4NG3Ll,2015,234.0
Action,4_5C12U13,2014,8653.0
Action,4i20swagyolo69,2014,500.0
Action,4i20swagyolo69,2015,6237.0
Action,4mrtm,2014,76.0
Action,4nti-y0u,2015,859.0
Action,51041,2013,19800.0
Action,51134243,2014,5334.0
Action,51134243,2015,3323.0
Action,512356,2012,18364.0
Action,512356,2013,581.0
Action,51centcorn,2015,1065.0
Action,51jets,2015,46593.0
Action,527788235,2014,11815.0
Action,527788235,2015,766.0
Action,5343039,2015,938.0
Action,535346456636,2014,169.0
Action,535346456636,2015,1471.0
Action,5400540054005400,2014,118215.0
Action,54263144,2015,33478.0
Action,544183980,2015,128.0
Action,54546545,2014,3879.0
Action,54678907652,2014,1816.0
Action,54678907652,2015,5165.0
Action,548547248072804,2014,7070.0
Action,54Strat,2013,12516.0
Action,54Strat,2014,18874.0
Action,55432147,2015,3005.0
Action,5678LetMeCyaBootyShake,2014,344.0
Action,58254410,2012,43205.0
Action,5856565456564,2013,29847.0
Action,5856565456564,2015,13.0
Action,58981044,2014,24153.0
Action,5spooky420me,2014,21347.0
Action,5yearoldrexrex111,2012,656.0
Action,60324133769,2012,30124.0
Action,60324133769,2013,3046.0
Action,61241571,2015,51891.0
Action,616333,2014,12422.0
Action,6294421419,2013,1279.0
Action,63718432421321321312,2014,1841.0
Action,63718432421321321312,2015,33956.0
Action,63Hayden,2015,10337.0
Action,64512328,2015,404400.0
Action,64574574574744,2013,70341.0
Action,64574574574744,2014,2367.0
Action,64723864,2014,9478.0
Action,657475591245,2014,62971.0
Action,66083299,2015,95209.0
Action,66666669999999,2015,52.0
Action,66d,2014,472.0
Action,66d,2015,253.0
Action,6738497298564377854673421,2015,82814.0
Action,678rtv45,2015,60453.0
Action,69133709,2015,1970.0
Action,6935,2013,3249.0
Action,6935,2014,7767.0
Action,694201337694201337,2015,43686.0
Action,69bmw,2015,354.0
Action,6dighero,2015,2058.0
Action,6ex6ex6ex,2014,2254.0
Action,711armageddoncarmageddon,2015,3457.0
Action,71251241,2014,1677.0
Action,71251241,2015,13784.0
Action,723943123,2014,13748.0
Action,723943123,2015,23963.0
Action,72947282842,2015,33.0
Action,737911,2014,12005.0
Action,739567275,2013,367.0
Action,748237482374284792,2015,126.0
Action,74987000,2013,5025.0
Action,74987000,2014,5.0
Action,74987000,2015,23658.0
Action,7515953,2014,175.0
Action,7515953,2015,1506.0
Action,75791513,2014,1861.0
Action,75k12,2014,1465.0
Action,75k12,2015,889.0
Action,76561197960438497,2015,118610.0
Action,76561197960467275,2014,112850.0
Action,76561197960608571,2015,10869.0
Action,76561197960743001,2015,26799.0
Action,76561197963392788,2014,111074.0
Action,76561197963436918,2014,154.0
Action,76561197963455626,2014,948.0
Action,76561197963469414,2014,5395.0
Action,76561197963759246,2015,1613.0
Action,76561197964316999,2014,3216.0
Action,76561197964317648,2015,1343.0
Action,76561197964753680,2014,1337.0
Action,76561197964753680,2015,2035.0
Action,76561197964876290,2014,5.0
Action,76561197965059579,2014,30483.0
Action,76561197965205416,2015,72039.0
Action,76561197965224231,2014,176.0
Action,76561197965224231,2015,57244.0
Action,76561197966587792,2015,377.0
Action,76561197966590415,2015,141.0
Action,76561197966604253,2014,266.0
Action,76561197966647905,2014,669.0
Action,76561197966764681,2014,339.0
Action,76561197967253452,2015,334.0
Action,76561197968167449,2014,3115.0
Action,76561197968167449,2015,5464.0
Action,76561197968205306,2014,13452.0
Action,76561197968305777,2015,1140.0
Action,76561197968515654,2015,245.0
Action,76561197969020980,2013,14420.0
Action,76561197969020980,2014,2031.0
Action,76561197969020980,2015,2997.0
Action,76561197969314107,2011,95653.0
Action,76561197969314107,2012,572.0
Action,76561197969314107,2013,282.0
Action,76561197969314107,2014,1063.0
Action,76561197969434273,2014,150.0
Action,76561197969599867,2015,13540.0
Action,76561197969663913,2013,6107.0
Action,76561197969800840,2015,1392.0
Action,76561197970097668,2015,2042.0
Action,76561197970148466,2015,3072.0
Action,76561197970317038,2013,4704.0
Action,76561197970317038,2014,485.0
Action,76561197970528598,2015,68479.0
Action,76561197970542592,2014,412.0
Action,76561197970542592,2015,613.0
Action,76561197970565267,2013,626.0
Action,76561197970565267,2015,2342.0
Action,76561197970724420,2011,1521.0
Action,76561197970767761,2014,1325.0
Action,76561197970812298,2013,1620.0
Action,76561197970972400,2014,10828.0
Action,76561197970972400,2015,2942.0
Action,76561197970982479,2011,10277.0
Action,76561197971059162,2013,1530.0
Action,76561197971059162,2014,6732.0
Action,76561197971077817,2013,3581.0
Action,76561197971119511,2013,19938.0
Action,76561197971119511,2015,38373.0
Action,76561197971285616,2015,82.0
Action,76561197971336570,2015,1235.0
Action,76561197971402201,2014,110.0
Action,76561197972180709,2015,832.0
Action,76561197972261430,2014,1197.0
Action,76561197972361546,2013,1541.0
Action,76561197972361546,2014,774.0
Action,76561197972384083,2013,18717.0
Action,76561197972468339,2013,59818.0
Action,76561197972516748,2015,704.0
Action,76561197972718483,2015,523.0
Action,76561197972758795,2015,3766.0
Action,76561197972797551,2014,22015.0
Action,76561197972911511,2014,15012.0
Action,76561197972911511,2015,24463.0
Action,76561197973196808,2014,1350.0
Action,76561197973688926,2015,29838.0
Action,76561197973942939,2014,116.0
Action,76561197974036386,2015,6356.0
Action,76561197974500703,2010,817.0
Action,76561197974500703,2011,1334.0
Action,76561197974500703,2012,13568.0
Action,76561197974875094,2014,31959.0
Action,76561197975959500,2015,3422.0
Action,76561197976163348,2014,9280.0
Action,76561197976177356,2011,3851.0
Action,76561197976177356,2014,912.0
Action,76561197976404001,2013,11307.0
Action,76561197976404001,2014,1889.0
Action,76561197976546912,2015,4989.0
Action,76561197976652491,2014,51792.0
Action,76561197976922181,2015,45430.0
Action,76561197976933723,2013,47327.0
Action,76561197976984468,2015,175.0
Action,76561197977316974,2015,2406.0
Action,76561197977470391,2015,2055.0
Action,76561197977507720,2014,91893.0
Action,76561197977543317,2014,213.0
Action,76561197977544920,2012,2156.0
Action,76561197977544920,2013,3622.0
Action,76561197977705860,2014,3298.0
Action,76561197977705860,2015,60.0
Action,76561197977799906,2012,8580.0
Action,76561197978409306,2015,770.0
Action,76561197978421438,2012,1159.0
Action,76561197978421438,2013,1302.0
Action,76561197978421438,2014,909.0
Action,76561197979046612,2014,3003.0
Action,76561197979046612,2015,1354.0
Action,76561197979086508,2014,319.0
Action,76561197979086508,2015,1695.0
Action,76561197979731785,2014,28241.0
Action,76561197979731785,2015,37127.0
Action,76561197979745311,2014,3249.0
Action,76561197979796744,2011,646.0
Action,76561197980184475,2012,628464.0
Action,76561197980614542,2014,66700.0
Action,76561197980641293,2015,56.0
Action,76561197980886661,2014,2295.0
Action,76561197981203305,2013,636.0
Action,76561197981381850,2015,22722.0
Action,76561197981425218,2014,145298.0
Action,76561197981571612,2015,42812.0
Action,76561197981780630,2014,99787.0
Action,76561197981957582,2015,21880.0
Action,76561197982363029,2015,632.0
Action,76561197982422966,2014,26595.0
Action,76561197982587661,2014,596.0
Action,76561197982587661,2015,80.0
Action,76561197982665201,2015,2747.0
Action,76561197982685987,2013,3613.0
Action,76561197982685987,2014,54.0
Action,76561197983127652,2014,769.0
Action,76561197983745201,2015,3623.0
Action,76561197983875214,2015,81244.0
Action,76561197984211461,2014,12076.0
Action,76561197984271449,2014,17306.0
Action,76561197984327467,2015,29528.0
Action,76561197984390941,2012,2118.0
Action,76561197984390941,2014,1982.0
Action,76561197985191301,2014,1127.0
Action,76561197985191301,2015,1799.0
Action,76561197985389455,2011,183.0
Action,76561197985389455,2013,2698.0
Action,76561197985512782,2014,243.0
Action,76561197985512782,2015,3964.0
Action,76561197985634755,2015,1181.0
Action,76561197986144369,2015,1188.0
Action,76561197986468427,2014,11402.0
Action,76561197986552181,2015,824.0
Action,76561197986678875,2013,205.0
Action,76561197986678875,2014,153.0
Action,76561197986717785,2013,1533.0
Action,76561197986717785,2015,1225.0
Action,76561197986891235,2014,1022.0
Action,76561197986964063,2013,52.0
Action,76561197987307155,2015,118562.0
Action,76561197987442366,2014,3486.0
Action,76561197987482998,2014,41040.0
Action,76561197987617385,2014,1048.0
Action,76561197987668797,2014,9.0
Action,76561197987677576,2013,746.0
Action,76561197987786431,2015,2479.0
Action,76561197988062821,2015,13971.0
Action,76561197988318026,2010,18475.0
Action,76561197988762135,2011,2256.0
Action,76561197988785314,2015,86759.0
Action,76561197988840650,2015,64.0
Action,76561197988863895,2015,5238.0
Action,76561197989691928,2014,105019.0
Action,76561197989723505,2015,3317.0
Action,76561197989883424,2014,3540.0
Action,76561197990027470,2013,24400.0
Action,76561197990027470,2014,88754.0
Action,765611979902442O1,2014,3168.0
Action,765611979902442O1,2015,228.0
Action,76561197990267442,2015,68078.0
Action,76561197990498142,2013,726.0
Action,76561197990498142,2014,8120.0
Action,76561197990505840,2015,85987.0
Action,76561197990577342,2014,252.0
Action,76561197990596976,2015,17015.0
Action,76561197990772718,2015,1089.0
Action,76561197990782367,2014,1763.0
Action,76561197990895276,2014,24.0
Action,76561197990895276,2015,821.0
Action,76561197990997704,2014,1235.0
Action,76561197991249235,2015,6951.0
Action,76561197991329759,2012,3983.0
Action,76561197991329759,2015,483.0
Action,76561197991633595,2014,1038.0
Action,76561197991787618,2015,29655.0
Action,76561197991827492,2015,168.0
Action,76561197991856503,2013,1818.0
Action,76561197991872030,2014,1453.0
Action,76561197992227006,2013,300.0
Action,76561197992227006,2014,245.0
Action,76561197992227006,2015,27679.0
Action,76561197992272514,2014,5434.0
Action,76561197992622789,2015,89085.0
Action,76561197992681922,2015,4340.0
Action,76561197992709045,2013,31684.0
Action,76561197992755277,2013,1954.0
Action,76561197992755277,2014,2516.0
Action,76561197992870209,2011,3237.0
Action,76561197992870209,2015,21223.0
Action,76561197992910116,2013,3098.0
Action,76561197992910116,2014,29557.0
Action,76561197993052158,2014,79091.0
Action,76561197993210440,2015,492.0
Action,76561197993255329,2015,242.0
Action,76561197993274093,2015,32794.0
Action,76561197993494697,2015,4058.0
Action,76561197993654066,2015,2149.0
Action,76561197993703392,2015,6401.0
Action,76561197993705839,2015,12528.0
Action,76561197993725260,2014,1664.0
Action,76561197993759720,2014,14932.0
Action,76561197993759720,2015,2609.0
Action,76561197993847898,2014,51.0
Action,76561197993896367,2013,3327.0
Action,76561197994101386,2015,1559.0
Action,76561197994196557,2014,134.0
Action,76561197994242039,2014,16247.0
Action,76561197994404273,2015,3030.0
Action,76561197994404698,2012,774.0
Action,76561197994404698,2013,35588.0
Action,76561197994493402,2015,584.0
Action,76561197994573217,2015,30.0
Action,76561197994640892,2011,11801.0
Action,76561197994640892,2013,4894.0
Action,76561197994733323,2015,14679.0
Action,76561197994920291,2014,8117.0
Action,76561197994995559,2014,564.0
Action,76561197995098683,2014,2045.0
Action,76561197995165843,2015,401.0
Action,76561197995192202,2013,18368.0
Action,76561197995284337,2015,143.0
Action,76561197995338574,2014,70001.0
Action,76561197995418864,2014,52336.0
Action,76561197995775619,2015,560.0
Action,76561197995939652,2013,25793.0
Action,76561197995939652,2014,8216.0
Action,76561197996156672,2014,1944.0
Action,76561197996156672,2015,7909.0
Action,76561197996262501,2014,1006.0
Action,76561197996328974,2014,62.0
Action,76561197996328974,2015,1196.0
Action,76561197996426485,2014,4151.0
Action,76561197996426598,2013,15101.0
Action,76561197996524718,2014,1257.0
Action,76561197996524718,2015,869.0
Action,76561197996571086,2015,10019.0
Action,76561197996744185,2013,6799.0
Action,76561197996744185,2014,163.0
Action,76561197996802983,2015,28125.0
Action,76561197996932711,2014,4251.0
Action,76561197996935989,2014,643.0
Action,76561197996992703,2014,2038.0
Action,76561197996992703,2015,1013.0
Action,76561197997129113,2014,401.0
Action,76561197997129113,2015,10099.0
Action,76561197997197174,2013,1978.0
Action,76561197997197174,2015,97.0
Action,76561197997238293,2015,3545.0
Action,76561197997633623,2013,3430.0
Action,76561197997633623,2014,3962.0
Action,76561197998014300,2014,77062.0
Action,76561197998095312,2015,505.0
Action,76561197998189696,2014,776.0
Action,76561197998355213,2014,484.0
Action,76561197998469677,2014,39.0
Action,76561197998655584,2014,24777.0
Action,76561197998873955,2015,31473.0
Action,76561197998960814,2012,3596.0
Action,76561197999054744,2014,5996.0
Action,76561197999075044,2015,3280.0
Action,76561197999483873,2014,451.0
Action,76561197999613236,2015,32875.0
Action,76561197999638720,2015,472.0
Action,76561197999775723,2014,1230.0
Action,76561197999882687,2013,407.0
Action,76561198000000222,2015,27201.0
Action,76561198000167222,2015,36975.0
Action,76561198000614468,2014,5527.0
Action,76561198000614468,2015,723.0
Action,76561198000691867,2014,17093.0
Action,76561198000733744,2014,197.0
Action,76561198000791529,2010,25559.0
Action,76561198000791529,2011,771.0
Action,76561198000791529,2013,422.0
Action,76561198000889832,2014,8592.0
Action,76561198001160024,2015,7643.0
Action,76561198001398677,2013,6211.0
Action,76561198001508595,2015,6142.0
Action,76561198001630399,2014,16.0
Action,76561198001688490,2014,1595.0
Action,76561198001743414,2015,1242.0
Action,76561198001836842,2014,33679.0
Action,76561198001898634,2015,41.0
Action,76561198002127153,2014,338.0
Action,76561198002127153,2015,1261.0
Action,76561198002170343,2013,183.0
Action,76561198002212023,2015,18.0
Action,76561198002469107,2013,26530.0
Action,76561198002527794,2015,261.0
Action,76561198002610796,2013,3413.0
Action,76561198002996759,2015,20468.0
Action,76561198003056556,2014,35.0
Action,76561198003160177,2014,804.0
Action,76561198003189312,2015,10348.0
Action,76561198003480679,2013,1086.0
Action,76561198003480679,2014,177.0
Action,76561198003546877,2012,9244.0
Action,76561198003546877,2014,1001.0
Action,76561198003704820,2013,2208.0
Action,76561198003704820,2014,10630.0
Action,76561198003735361,2014,1010.0
Action,76561198003811382,2015,3027.0
Action,76561198003855855,2013,106.0
Action,76561198003900936,2014,25.0
Action,76561198004054009,2014,3840.0
Action,76561198004058147,2013,1267.0
Action,76561198004173845,2014,5053.0
Action,76561198004203858,2014,10916.0
Action,76561198004203858,2015,24567.0
Action,76561198004239988,2015,11177.0
Action,76561198004622964,2014,4931.0
Action,76561198004638606,2012,1569.0
Action,76561198004638606,2014,1199.0
Action,76561198004853547,2015,45839.0
Action,76561198004901938,2015,77778.0
Action,76561198004924076,2014,7882.0
Action,76561198004924924,2015,5332.0
Action,76561198005307778,2015,97.0
Action,76561198005477736,2014,2080.0
Action,76561198005576563,2014,4107.0
Action,76561198005708745,2015,3177.0
Action,76561198005778772,2014,14065.0
Action,76561198005781441,2015,38389.0
Action,76561198005999162,2013,191.0
Action,76561198006153077,2013,405.0
Action,76561198006310647,2011,2314.0
Action,76561198006310647,2014,7472.0
Action,76561198006421406,2014,407.0
Action,76561198006491086,2014,20498.0
Action,76561198006537147,2015,657.0
Action,76561198006560154,2014,60.0
Action,76561198006606435,2014,1126.0
Action,76561198006896411,2014,10526.0
Action,76561198006896411,2015,36870.0
Action,76561198007161112,2014,32883.0
Action,76561198007165405,2014,252.0
Action,76561198007217051,2014,235.0
Action,76561198007217051,2015,4550.0
Action,76561198007317042,2011,3484.0
Action,76561198007317042,2014,1770.0
Action,76561198007404119,2015,1382.0
Action,76561198007539695,2014,235.0
Action,76561198007573338,2013,709.0
Action,76561198007575596,2015,11729.0
Action,76561198007587759,2014,424.0
Action,76561198007758543,2013,355.0
Action,76561198007767871,2013,6439.0
Action,76561198007799026,2011,5002.0
Action,76561198007914001,2014,10335.0
Action,76561198008021472,2015,742.0
Action,76561198008026450,2011,2132.0
Action,76561198008063702,2014,564.0
Action,76561198008068264,2014,5615.0
Action,76561198008068264,2015,4942.0
Action,76561198008101478,2014,75.0
Action,76561198008105343,2013,557.0
Action,76561198008302763,2015,7166.0
Action,76561198008426280,2015,960.0
Action,76561198008532637,2015,12131.0
Action,76561198008721949,2014,322.0
Action,76561198008725628,2015,231.0
Action,76561198008727561,2014,34872.0
Action,76561198008760866,2015,3454.0
Action,76561198008825050,2014,2660.0
Action,76561198008825050,2015,5655.0
Action,76561198008827809,2013,14653.0
Action,76561198008827809,2014,1702.0
Action,76561198008896152,2014,482.0
Action,76561198008901482,2014,23849.0
Action,76561198008967901,2015,165.0
Action,76561198009005804,2013,1015.0
Action,76561198009026821,2015,325.0
Action,76561198009043396,2014,3966.0
Action,76561198009171558,2014,7030.0
Action,76561198009239788,2014,639.0
Action,76561198009389816,2013,713.0
Action,76561198009636321,2015,769.0
Action,76561198009729872,2014,314.0
Action,76561198009846599,2014,961.0
Action,76561198009892332,2015,17130.0
Action,76561198010038495,2014,3264.0
Action,76561198010211852,2013,277.0
Action,76561198010280507,2015,121023.0
Action,76561198010336981,2011,752.0
Action,76561198010391123,2014,461.0
Action,76561198010391123,2015,3387.0
Action,76561198010399847,2014,10726.0
Action,76561198010433036,2014,887.0
Action,76561198010443610,2011,3633.0
Action,76561198010443610,2014,528.0
Action,76561198010616979,2015,383.0
Action,76561198010653835,2015,6000.0
Action,76561198011004336,2014,5556.0
Action,76561198011004336,2015,4395.0
Action,76561198011136920,2014,328.0
Action,76561198011139135,2015,1188.0
Action,76561198011218089,2014,1894.0
Action,76561198011244140,2015,7672.0
Action,76561198011303167,2015,2793.0
Action,76561198011372068,2013,14064.0
Action,76561198011372068,2014,1388.0
Action,76561198011372068,2015,1705.0
Action,76561198011493875,2011,7046.0
Action,76561198011493875,2013,2188.0
Action,76561198011714432,2014,21.0
Action,76561198011735059,2013,1013.0
Action,76561198011773496,2014,247.0
Action,76561198011923340,2015,21362.0
Action,76561198012074748,2014,292.0
Action,76561198012189478,2014,1469.0
Action,76561198012252740,2013,781.0
Action,76561198012455565,2015,1439.0
Action,76561198012546232,2015,1078.0
Action,76561198012572074,2015,461.0
Action,76561198012607950,2015,6388.0
Action,76561198012630014,2013,35651.0
Action,76561198012630014,2014,1718.0
Action,76561198012716020,2013,1003.0
Action,76561198012716020,2014,4091.0
Action,76561198012741239,2015,29481.0
Action,76561198012909706,2013,214.0
Action,76561198012943559,2014,600.0
Action,76561198013149300,2014,452.0
Action,76561198013149300,2015,156476.0
Action,76561198013199787,2014,1356.0
Action,76561198013259049,2014,33923.0
Action,76561198013427907,2013,6708.0
Action,76561198013432172,2013,1050.0
Action,76561198013535175,2014,187287.0
Action,76561198013565069,2014,1270.0
Action,76561198013565069,2015,637.0
Action,76561198013573604,2013,697.0
Action,76561198013600577,2013,429.0
Action,76561198013785384,2011,134878.0
Action,76561198013785384,2014,3267.0
Action,76561198013919045,2015,2490.0
Action,76561198013939867,2015,7945.0
Action,76561198014206568,2014,610.0
Action,76561198014437840,2012,2153.0
Action,76561198014530333,2015,5356.0
Action,76561198014552338,2015,36092.0
Action,76561198014676100,2014,35901.0
Action,76561198014774264,2015,387.0
Action,76561198014841100,2013,740.0
Action,76561198014841100,2014,18035.0
Action,76561198014841100,2015,6739.0
Action,76561198014872561,2014,3590.0
Action,76561198014910012,2013,6868.0
Action,76561198015035218,2014,1204.0
Action,76561198015050660,2014,2541.0
