item_id,id,year,sentiment
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
333950,333950,2015.0,0
333950,333950,2015.0,0
333950,333950,2015.0,0
333950,333950,2015.0,0
333950,333950,2015.0,0
107410,107410,2013.0,0
107410,107410,2013.0,0
107410,107410,2013.0,0
206210,206210,2012.0,1
206210,206210,2012.0,1
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
299740,299740,2014.0,0
730,730,2012.0,0
440,440,2007.0,1
440,440,2007.0,1
209870,209870,2012.0,0
209870,209870,2012.0,0
322170,322170,2014.0,2
322170,322170,2014.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
440,440,2007.0,2
440,440,2007.0,2
730,730,2012.0,2
362890,362890,2015.0,2
362890,362890,2015.0,2
362890,362890,2015.0,2
362890,362890,2015.0,2
413850,413850,2015.0,1
730,730,2012.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
311560,311560,2015.0,2
311560,311560,2015.0,2
322170,322170,2014.0,2
322170,322170,2014.0,2
440,440,2007.0,2
440,440,2007.0,2
248570,248570,2006.0,0
248570,248570,2006.0,0
248570,248570,2006.0,0
248570,248570,2006.0,0
264140,264140,2015.0,0
264140,264140,2015.0,0
264140,264140,2015.0,0
264140,264140,2015.0,0
4000,4000,2006.0,0
4000,4000,2006.0,0
266430,266430,2014.0,2
266430,266430,2014.0,2
266430,266430,2014.0,2
266430,266430,2014.0,2
316010,316010,2015.0,2
316010,316010,2015.0,2
249570,249570,2014.0,0
249570,249570,2014.0,0
249570,249570,2014.0,0
730,730,2012.0,2
240,240,2004.0,0
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
440,440,2007.0,1
440,440,2007.0,1
730,730,2012.0,0
365590,365590,2016.0,0
365590,365590,2016.0,0
365590,365590,2016.0,0
264200,264200,2014.0,2
264200,264200,2014.0,2
264200,264200,2014.0,2
440,440,2007.0,2
440,440,2007.0,2
298050,298050,2016.0,2
440,440,2007.0,2
440,440,2007.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
218230,218230,2012.0,2
218230,218230,2012.0,2
218230,218230,2012.0,2
291550,291550,2017.0,1
291550,291550,2017.0,1
291550,291550,2017.0,1
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
316010,316010,2015.0,2
316010,316010,2015.0,2
218230,218230,2012.0,2
218230,218230,2012.0,2
218230,218230,2012.0,2
222880,222880,2014.0,0
222880,222880,2014.0,0
222880,222880,2014.0,0
730,730,2012.0,2
55230,55230,2011.0,2
232090,232090,2016.0,2
4000,4000,2006.0,0
4000,4000,2006.0,0
206420,206420,2013.0,2
206420,206420,2013.0,2
224260,224260,2011.0,0
224260,224260,2011.0,0
224260,224260,2011.0,0
550,550,2009.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
454890,454890,2016.0,2
454890,454890,2016.0,2
454890,454890,2016.0,2
273350,273350,2015.0,2
273350,273350,2015.0,2
730,730,2012.0,0
440,440,2007.0,0
440,440,2007.0,0
730,730,2012.0,2
730,730,2012.0,2
370480,370480,2015.0,2
370480,370480,2015.0,2
1840,1840,2012.0,2
1840,1840,2012.0,2
440,440,2007.0,2
440,440,2007.0,2
266210,266210,2014.0,2
266210,266210,2014.0,2
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
264200,264200,2014.0,2
264200,264200,2014.0,2
264200,264200,2014.0,2
287700,287700,2015.0,1
287700,287700,2015.0,1
730,730,2012.0,1
310950,310950,2016.0,1
377160,377160,2015.0,1
221380,221380,2013.0,1
333950,333950,2015.0,1
333950,333950,2015.0,1
333950,333950,2015.0,1
333950,333950,2015.0,1
333950,333950,2015.0,1
222420,222420,2014.0,1
271590,271590,2015.0,1
271590,271590,2015.0,1
298110,298110,2014.0,1
298110,298110,2014.0,1
222440,222440,2015.0,1
259530,259530,2013.0,1
259530,259530,2013.0,1
219640,219640,2012.0,1
219640,219640,2012.0,1
269210,269210,2014.0,1
269210,269210,2014.0,1
269210,269210,2014.0,1
269210,269210,2014.0,1
269210,269210,2014.0,1
317470,317470,2014.0,0
317470,317470,2014.0,0
317470,317470,2014.0,0
317470,317470,2014.0,0
317470,317470,2014.0,0
317470,317470,2014.0,0
47410,47410,2012.0,2
47410,47410,2012.0,2
47410,47410,2012.0,2
730,730,2012.0,1
365450,365450,2015.0,1
365450,365450,2015.0,1
245620,245620,2014.0,2
245620,245620,2014.0,2
245620,245620,2014.0,2
70,70,1998.0,0
359550,359550,2015.0,1
274980,274980,2014.0,2
274980,274980,2014.0,2
274980,274980,2014.0,2
339280,339280,2015.0,2
339280,339280,2015.0,2
339280,339280,2015.0,2
339280,339280,2015.0,2
212680,212680,2012.0,2
212680,212680,2012.0,2
212680,212680,2012.0,2
200210,200210,2012.0,2
200210,200210,2012.0,2
200210,200210,2012.0,2
200210,200210,2012.0,2
200210,200210,2012.0,2
440,440,2007.0,2
440,440,2007.0,2
440,440,2007.0,0
440,440,2007.0,0
4000,4000,2006.0,2
4000,4000,2006.0,2
211820,211820,2016.0,1
211820,211820,2016.0,1
211820,211820,2016.0,1
211820,211820,2016.0,1
211820,211820,2016.0,1
10180,10180,2009.0,1
252490,252490,2013.0,1
252490,252490,2013.0,1
252490,252490,2013.0,1
252490,252490,2013.0,1
252490,252490,2013.0,1
252490,252490,2013.0,1
417860,417860,2015.0,1
417860,417860,2015.0,1
417860,417860,2015.0,1
417860,417860,2015.0,1
417860,417860,2015.0,1
359550,359550,2015.0,1
107410,107410,2013.0,2
107410,107410,2013.0,2
107410,107410,2013.0,2
218230,218230,2012.0,1
218230,218230,2012.0,1
218230,218230,2012.0,1
437701,437701,2016.0,1
437701,437701,2016.0,1
437701,437701,2016.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
400,400,2007.0,2
620,620,2011.0,2
620,620,2011.0,2
238460,238460,2014.0,2
238460,238460,2014.0,2
238460,238460,2014.0,2
238460,238460,2014.0,2
6060,6060,2005.0,2
440,440,2007.0,2
440,440,2007.0,2
730,730,2012.0,2
265610,265610,2014.0,2
265610,265610,2014.0,2
31280,31280,2010.0,2
31280,31280,2010.0,2
4000,4000,2006.0,2
4000,4000,2006.0,2
240,240,2004.0,2
440,440,2007.0,2
440,440,2007.0,2
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
252490,252490,2013.0,0
8930,8930,2010.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
237310,237310,2014.0,0
237310,237310,2014.0,0
237310,237310,2014.0,0
237310,237310,2014.0,0
237310,237310,2014.0,0
237310,237310,2014.0,0
224260,224260,2011.0,2
224260,224260,2011.0,2
224260,224260,2011.0,2
230410,230410,2013.0,2
230410,230410,2013.0,2
440,440,2007.0,2
440,440,2007.0,2
440,440,2007.0,2
440,440,2007.0,2
219640,219640,2012.0,0
219640,219640,2012.0,0
8930,8930,2010.0,2
105600,105600,2011.0,0
105600,105600,2011.0,0
105600,105600,2011.0,0
105600,105600,2011.0,0
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
107410,107410,2013.0,2
107410,107410,2013.0,2
107410,107410,2013.0,2
231430,231430,2013.0,1
225540,225540,2015.0,2
225540,225540,2015.0,2
230410,230410,2013.0,2
230410,230410,2013.0,2
271590,271590,2015.0,1
271590,271590,2015.0,1
7940,7940,2007.0,2
234190,234190,2013.0,0
234190,234190,2013.0,0
234190,234190,2013.0,0
10180,10180,2009.0,2
33900,33900,2009.0,2
33900,33900,2009.0,2
33900,33900,2009.0,2
261030,261030,2013.0,2
243470,243470,2014.0,0
243470,243470,2014.0,0
302830,302830,2014.0,0
302830,302830,2014.0,0
302830,302830,2014.0,0
4700,4700,2006.0,1
212680,212680,2012.0,0
212680,212680,2012.0,0
212680,212680,2012.0,0
304930,304930,2017.0,0
304930,304930,2017.0,0
304930,304930,2017.0,0
304930,304930,2017.0,0
304930,304930,2017.0,0
730,730,2012.0,0
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
304050,304050,2015.0,2
203750,203750,2012.0,0
227940,227940,2016.0,1
227940,227940,2016.0,1
227940,227940,2016.0,1
227940,227940,2016.0,1
355180,355180,2017.0,2
355180,355180,2017.0,2
730,730,2012.0,0
4000,4000,2006.0,1
4000,4000,2006.0,1
221100,221100,2013.0,0
221100,221100,2013.0,0
221100,221100,2013.0,0
221100,221100,2013.0,0
365590,365590,2016.0,1
365590,365590,2016.0,1
365590,365590,2016.0,1
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
299740,299740,2014.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
346110,346110,2017.0,2
275850,275850,2016.0,0
275850,275850,2016.0,0
400800,400800,2016.0,0
400800,400800,2016.0,0
400800,400800,2016.0,0
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
730,730,2012.0,2
440,440,2007.0,1
440,440,2007.0,1
301520,301520,2017.0,0
301520,301520,2017.0,0
301520,301520,2017.0,0
301520,301520,2017.0,0
301520,301520,2017.0,0
301520,301520,2017.0,0
433340,433340,2017.0,2
433340,433340,2017.0,2
433340,433340,2017.0,2
433340,433340,2017.0,2
440,440,2007.0,1
440,440,2007.0,1
4000,4000,2006.0,2
4000,4000,2006.0,2
302830,302830,2014.0,1
302830,302830,2014.0,1
302830,302830,2014.0,1
220200,220200,2015.0,2
220200,220200,2015.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
352460,352460,2015.0,2
352460,352460,2015.0,2
352460,352460,2015.0,2
352460,352460,2015.0,2
322920,322920,2015.0,2
322920,322920,2015.0,2
322920,322920,2015.0,2
234792,234792,2013.0,1
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
304050,304050,2015.0,0
304050,304050,2015.0,0
304050,304050,2015.0,0
304050,304050,2015.0,0
304050,304050,2015.0,0
304050,304050,2015.0,0
297130,297130,2015.0,0
297130,297130,2015.0,0
297130,297130,2015.0,0
397570,397570,2015.0,2
397570,397570,2015.0,2
550,550,2009.0,2
206420,206420,2013.0,2
206420,206420,2013.0,2
278360,278360,2014.0,0
278360,278360,2014.0,0
278360,278360,2014.0,0
10180,10180,2009.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
242760,242760,2014.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
441790,441790,2017.0,2
441790,441790,2017.0,2
441790,441790,2017.0,2
265750,265750,2015.0,0
265750,265750,2015.0,0
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
252490,252490,2013.0,2
4000,4000,2006.0,2
4000,4000,2006.0,2
211820,211820,2016.0,0
211820,211820,2016.0,0
211820,211820,2016.0,0
211820,211820,2016.0,0
211820,211820,2016.0,0
105600,105600,2011.0,2
105600,105600,2011.0,2
105600,105600,2011.0,2
105600,105600,2011.0,2
730,730,2012.0,2
233110,233110,2013.0,0
233110,233110,2013.0,0
322910,322910,2015.0,2
322910,322910,2015.0,2
322910,322910,2015.0,2
276340,276340,2014.0,2
276340,276340,2014.0,2
276340,276340,2014.0,2
227940,227940,2016.0,2
227940,227940,2016.0,2
227940,227940,2016.0,2
227940,227940,2016.0,2
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
304930,304930,2017.0,1
730,730,2012.0,1
448530,448530,2016.0,2
304410,304410,2014.0,2
304410,304410,2014.0,2
304410,304410,2014.0,2
620,620,2011.0,2
620,620,2011.0,2
274920,274920,2015.0,2
274920,274920,2015.0,2
211820,211820,2016.0,2
211820,211820,2016.0,2
211820,211820,2016.0,2
211820,211820,2016.0,2
211820,211820,2016.0,2
219890,219890,2013.0,2
219890,219890,2013.0,2
49520,49520,2012.0,2
49520,49520,2012.0,2
223510,223510,2012.0,0
223510,223510,2012.0,0
223510,223510,2012.0,0
440,440,2007.0,2
440,440,2007.0,2
252950,252950,2015.0,2
252950,252950,2015.0,2
252950,252950,2015.0,2
252950,252950,2015.0,2
240,240,2004.0,2
105600,105600,2011.0,0
105600,105600,2011.0,0
105600,105600,2011.0,0
105600,105600,2011.0,0
204300,204300,2012.0,2
204300,204300,2012.0,2
204300,204300,2012.0,2
204300,204300,2012.0,2
730,730,2012.0,0
440,440,2007.0,0
440,440,2007.0,0
268750,268750,2014.0,2
268750,268750,2014.0,2
268750,268750,2014.0,2
268750,268750,2014.0,2
271590,271590,2015.0,2
271590,271590,2015.0,2
360870,360870,2015.0,0
360870,360870,2015.0,0
730,730,2012.0,2
230410,230410,2013.0,0
230410,230410,2013.0,0
12900,12900,2008.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
301520,301520,2017.0,2
6060,6060,2005.0,0
730,730,2012.0,2
107410,107410,2013.0,0
107410,107410,2013.0,0
107410,107410,2013.0,0
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
304930,304930,2017.0,2
335670,335670,2014.0,0
335670,335670,2014.0,0
335670,335670,2014.0,0
215080,215080,2014.0,2
215080,215080,2014.0,2
215080,215080,2014.0,2
215080,215080,2014.0,2
215080,215080,2014.0,2
271590,271590,2015.0,2
271590,271590,2015.0,2
730,730,2012.0,2
244160,244160,2015.0,2
244160,244160,2015.0,2
270880,270880,2016.0,2
270880,270880,2016.0,2
8190,8190,2010.0,2
8190,8190,2010.0,2
247730,247730,2014.0,0
247730,247730,2014.0,0
247730,247730,2014.0,0
247730,247730,2014.0,0
247730,247730,2014.0,0
303390,303390,2014.0,1
303390,303390,2014.0,1
303390,303390,2014.0,1
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
221100,221100,2013.0,2
208812,208812,2013.0,0
208812,208812,2013.0,0
243120,243120,2014.0,2
243120,243120,2014.0,2
243120,243120,2014.0,2
234140,234140,2015.0,2
234140,234140,2015.0,2
204450,204450,2013.0,2
225260,225260,2013.0,2
225260,225260,2013.0,2
225260,225260,2013.0,2
50300,50300,2012.0,2
50300,50300,2012.0,2
201810,201810,2014.0,2
212630,212630,2012.0,0
427820,427820,2016.0,2
500,500,2008.0,2
440,440,2007.0,2
440,440,2007.0,2
49520,49520,2012.0,2
49520,49520,2012.0,2
