year,app_name,recommend
2015.0,Fallout 4,True
2013.0,Hotline Miami,True
2013.0,Hotline Miami,True
2014.0,Halo: Spartan Assault,True
2014.0,Game Dev Tycoon,True
2014.0,Game Dev Tycoon,True
2014.0,Game Dev Tycoon,True
2014.0,Game Dev Tycoon,True
2012.0,Mirror's Edge™,True
2012.0,Mirror's Edge™,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2015.0,Yet Another Zombie Defense,True
2015.0,Yet Another Zombie Defense,True
2015.0,Yet Another Zombie Defense,True
2015.0,Yet Another Zombie Defense,True
2015.0,Depth,True
2015.0,Depth,True
2015.0,Dirty Bomb®,True
2015.0,Dirty Bomb®,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Counter-Strike: Global Offensive,True
2014.0,Star Conflict,True
2014.0,Star Conflict,True
2014.0,Star Conflict,True
2014.0,Star Conflict,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Five Nights at Freddy's 2,True
2015.0,Life is Strange - Episode 1,True
2015.0,Life is Strange - Episode 1,True
2015.0,STAR WARS™ Jedi Knight - Jedi Academy™,True
2015.0,Saints Row: The Third,True
2014.0,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,True
2015.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,True
2015.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,True
2015.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,War Thunder,True
2015.0,Killing Floor: Uncovered,True
2015.0,FTL: Faster Than Light,True
2015.0,FTL: Faster Than Light,True
2015.0,FTL: Faster Than Light,True
2015.0,Undertale,True
2015.0,Undertale,True
2014.0,Left 4 Dead 2,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Dota 2,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2014.0,APB Reloaded,True
2014.0,APB Reloaded,True
2014.0,APB Reloaded,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,XCOM: Enemy Unknown,True
2015.0,Counter-Strike: Global Offensive,True
2014.0,Killing Floor,True
2015.0,Epic Battle Fantasy 4,True
2015.0,Epic Battle Fantasy 4,True
2014.0,One Finger Death Punch,True
2014.0,One Finger Death Punch,True
2014.0,One Finger Death Punch,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2014.0,South Park™: The Stick of Truth™,True
2014.0,South Park™: The Stick of Truth™,True
2014.0,South Park™: The Stick of Truth™,True
2013.0,Sanctum 2,True
2013.0,Sanctum 2,True
2013.0,Sanctum 2,True
2015.0,Eternal Senia,True
2015.0,Eternal Senia,True
2015.0,Eternal Senia,True
2015.0,Eternal Senia,True
2012.0,Terraria,True
2012.0,Terraria,True
2012.0,Terraria,True
2012.0,Terraria,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2013.0,Need For Speed: Hot Pursuit,True
2014.0,Counter-Strike: Global Offensive,True
2014.0,theHunter Classic,False
2014.0,theHunter Classic,False
2014.0,theHunter Classic,False
2014.0,theHunter Classic,False
2014.0,theHunter Classic,False
2015.0,Strife®,True
2015.0,Strife®,True
2015.0,Strife®,True
2015.0,Strife®,True
2013.0,America's Army: Proving Grounds,True
2013.0,America's Army: Proving Grounds,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2014.0,LUFTRAUSERS,True
2014.0,LUFTRAUSERS,True
2014.0,LUFTRAUSERS,True
2013.0,Left 4 Dead 2,True
2015.0,Counter-Strike: Global Offensive,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2015.0,No More Room in Hell,True
2015.0,No More Room in Hell,True
2015.0,No More Room in Hell,True
2014.0,Double Action: Boogaloo,True
2014.0,Double Action: Boogaloo,True
2014.0,Double Action: Boogaloo,True
2014.0,Royal Quest,True
2014.0,Royal Quest,True
2014.0,Royal Quest,True
2014.0,METAL SLUG 3,True
2014.0,Heroes & Generals,True
2014.0,Heroes & Generals,True
2014.0,Heroes & Generals,True
2014.0,Heroes & Generals,True
2014.0,Synergy,True
2014.0,Synergy,True
2014.0,Fallen Earth Free2Play,True
2014.0,Fallen Earth Free2Play,True
2014.0,Fallen Earth Free2Play,True
2015.0,Tokyo School Life,True
2015.0,BioShock® 2,True
2014.0,Surgeon Simulator,True
2014.0,Surgeon Simulator,True
2014.0,Surgeon Simulator,True
2015.0,PAYDAY 2,True
2015.0,Counter-Strike: Global Offensive,True
2014.0,Far Cry 3,True
2014.0,Far Cry 3,True
2012.0,Team Fortress 2,True
2012.0,Team Fortress 2,True
2014.0,Garry's Mod,True
2014.0,Garry's Mod,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2014.0,Arma 3,True
2014.0,Arma 3,True
2014.0,Arma 3,True
2014.0,Gotham City Impostors Free to Play,True
2014.0,Gotham City Impostors Free to Play,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2014.0,Blacklight: Retribution,True
2014.0,Blacklight: Retribution,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Black Mesa,True
2015.0,Black Mesa,True
2015.0,Black Mesa,True
2015.0,Black Mesa,True
2015.0,CS:GO Player Profiles,True
2015.0,Counter-Strike: Global Offensive,True
2014.0,Dota 2,True
2015.0,Assassin’s Creed® Rogue,True
2015.0,Assassin’s Creed® Rogue,True
2015.0,Geometry Dash,True
2015.0,Geometry Dash,True
2015.0,Team Fortress 2,True
2015.0,Team Fortress 2,True
2014.0,Toribash,True
2014.0,Toribash,True
2014.0,Toribash,True
2014.0,Toribash,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Pixel Piracy,True
2014.0,Garry's Mod,True
2014.0,Garry's Mod,True
2015.0,Anarchy Arcade,True
2015.0,Anarchy Arcade,True
2015.0,Anarchy Arcade,True
2015.0,Anarchy Arcade,True
2015.0,Magic Duels,True
2015.0,Magic Duels,True
2014.0,The Castle Doctrine,True
2014.0,The Castle Doctrine,True
2014.0,The Castle Doctrine,True
2014.0,Counter-Strike: Source,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,One Finger Death Punch,True
2015.0,One Finger Death Punch,True
2015.0,One Finger Death Punch,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,PlanetSide 2,False
2014.0,PlanetSide 2,False
2014.0,PlanetSide 2,False
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,Magic Duels,True
2015.0,Magic Duels,True
2015.0,PlanetSide 2,True
2015.0,PlanetSide 2,True
2015.0,PlanetSide 2,True
2015.0,Dirty Bomb®,True
2015.0,Dirty Bomb®,True
2015.0,Insurgency,True
2015.0,Insurgency,True
2015.0,Insurgency,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Saints Row: The Third,True
2015.0,Killing Floor 2,True
2015.0,Garry's Mod,True
2015.0,Garry's Mod,True
2014.0,Saints Row IV,True
2014.0,Saints Row IV,True
2014.0,No More Room in Hell,True
2014.0,No More Room in Hell,True
2014.0,No More Room in Hell,True
2013.0,Left 4 Dead 2,True
2015.0,ARK: Survival Evolved,True
2015.0,ARK: Survival Evolved,True
2015.0,ARK: Survival Evolved,True
2015.0,ARK: Survival Evolved,True
2015.0,ARK: Survival Evolved,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Pixel Galaxy,True
2015.0,Pixel Galaxy,True
2014.0,Source Filmmaker,True
2014.0,Source Filmmaker,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,One Way Heroics,True
2015.0,One Way Heroics,True
2015.0,One Finger Death Punch,True
2015.0,One Finger Death Punch,True
2015.0,One Finger Death Punch,True
2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN,True
2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN,True
2015.0,Fallout 4,True
2015.0,Age of Empires II HD,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,Medieval Engineers,True
2015.0,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,False
2015.0,Grand Theft Auto V,True
2015.0,Grand Theft Auto V,True
2015.0,Far Cry® 4,True
2015.0,Far Cry® 4,True
2015.0,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,True
2014.0,Cubic Castles,False
2014.0,Cubic Castles,False
2014.0,Cubic Castles,False
2014.0,Cubic Castles,False
2014.0,Cubic Castles,False
2014.0,Cubic Castles,False
2014.0,Stronghold Kingdoms,True
2014.0,Stronghold Kingdoms,True
2014.0,Stronghold Kingdoms,True
2015.0,Tropico 5,True
2015.0,Tropico 5,True
2015.0,Tropico 5,True
2015.0,Half-Life,True
2014.0,Influent,True
2014.0,Influent,True
2014.0,Influent,True
2015.0,Strife®,True
2015.0,Strife®,True
2015.0,Strife®,True
2015.0,Strife®,True
2015.0,Dota 2,True
2013.0,FTL: Faster Than Light,True
2013.0,FTL: Faster Than Light,True
2013.0,FTL: Faster Than Light,True
2013.0,Realm of the Mad God,True
2013.0,Realm of the Mad God,True
2013.0,Realm of the Mad God,True
2013.0,Realm of the Mad God,True
2013.0,Realm of the Mad God,True
2011.0,Team Fortress 2,True
2011.0,Team Fortress 2,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2015.0,Emily is Away,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2015.0,Portal,True
2015.0,Portal 2,True
2015.0,Portal 2,True
2015.0,BattleBlock Theater®,True
2015.0,BattleBlock Theater®,True
2015.0,BattleBlock Theater®,True
2015.0,BattleBlock Theater®,True
2015.0,"Star Wars: Battlefront 2 (Classic, 2005)",True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,Counter-Strike: Global Offensive,True
2014.0,Epic Battle Fantasy 4,True
2014.0,Epic Battle Fantasy 4,True
2013.0,Poker Night at the Inventory,True
2013.0,Poker Night at the Inventory,True
2013.0,Garry's Mod,True
2013.0,Garry's Mod,True
2013.0,Counter-Strike: Source,True
2015.0,Rust,True
2015.0,Rust,True
2015.0,Rust,True
2015.0,Rust,True
2015.0,Rust,True
2015.0,Rust,True
2013.0,Sid Meier's Civilization® V,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2015.0,Elsword,True
2015.0,Elsword,True
2015.0,Elsword,True
2015.0,Elsword,True
2015.0,Elsword,True
2015.0,Elsword,True
2014.0,No More Room in Hell,True
2014.0,No More Room in Hell,True
2014.0,No More Room in Hell,True
2015.0,Warframe,True
2015.0,Warframe,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Dota 2,True
2014.0,Sid Meier's Civilization® V,True
2015.0,Terraria,True
2015.0,Terraria,True
2015.0,Terraria,True
2015.0,Terraria,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,Arma 3,True
2015.0,Arma 3,True
2015.0,Arma 3,True
2014.0,Company of Heroes 2,True
2014.0,PAYDAY 2,True
2015.0,Dota 2,True
2015.0,Dirty Bomb®,False
2015.0,Dirty Bomb®,False
2015.0,Warframe,False
2015.0,Warframe,False
2015.0,Grand Theft Auto V,True
2015.0,Grand Theft Auto V,True
2014.0,PAYDAY 2,True
2013.0,Call of Duty® 4: Modern Warfare®,True
2014.0,Receiver,True
2014.0,Receiver,True
2014.0,Receiver,True
2013.0,Call of Duty®: Modern Warfare® 2,True
2013.0,Arma 2,True
2013.0,Arma 2,True
2013.0,Arma 2,True
2015.0,The Walking Dead: Season 2,True
2014.0,Watch_Dogs™,True
2014.0,Watch_Dogs™,True
2015.0,BLOCKADE 3D,False
2015.0,BLOCKADE 3D,False
2015.0,BLOCKADE 3D,False
2014.0,Dota 2,False
2013.0,FTL: Faster Than Light,True
2013.0,FTL: Faster Than Light,True
2013.0,FTL: Faster Than Light,True
2015.0,Unturned,False
2015.0,Unturned,False
2015.0,Unturned,False
2015.0,Unturned,False
2015.0,Unturned,False
2015.0,Trove,True
2015.0,Trove,True
2015.0,Trove,True
2015.0,Trove,True
2015.0,Trove,True
2015.0,Trove,True
2014.0,Binary Domain,True
2015.0,Heroes & Generals,False
2015.0,Heroes & Generals,False
2015.0,Heroes & Generals,False
2015.0,Heroes & Generals,False
2015.0,Codename CURE,False
2015.0,Codename CURE,False
2015.0,Garry's Mod,True
2015.0,Garry's Mod,True
2014.0,War Thunder,True
2014.0,Counter-Strike: Global Offensive,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2015.0,Garry's Mod,True
2015.0,Garry's Mod,True
2015.0,BLOCKADE 3D,False
2015.0,BLOCKADE 3D,False
2015.0,BLOCKADE 3D,False
2014.0,Kerbal Space Program,True
2014.0,Kerbal Space Program,True
2014.0,The Forest,True
2014.0,The Forest,True
2014.0,The Forest,True
2014.0,The Forest,True
2014.0,The Forest,True
2015.0,Dead Realm,True
2015.0,Dead Realm,True
2015.0,Dead Realm,True
2015.0,Dead Realm,True
2015.0,theHunter: Primal,True
2015.0,theHunter: Primal,True
2015.0,theHunter: Primal,True
2015.0,Call of Duty®: Black Ops II - Aqua Personalization Pack,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2015.0,Trove,False
2015.0,Trove,False
2015.0,Trove,False
2015.0,Trove,False
2015.0,Trove,False
2015.0,Trove,False
2014.0,Left 4 Dead 2,True
2014.0,Saints Row IV,True
2014.0,Saints Row IV,True
2013.0,Call of Duty®: Modern Warfare® 2,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2015.0,Secret Ponchos,True
2015.0,Secret Ponchos,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2014.0,Rust,True
2013.0,Garry's Mod,True
2013.0,Garry's Mod,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Terraria,True
2013.0,Terraria,True
2013.0,Terraria,True
2013.0,Terraria,True
2014.0,Counter-Strike: Global Offensive,True
2014.0,My Riding Stables: Life with Horses,True
2014.0,My Riding Stables: Life with Horses,True
2014.0,My Riding Stables: Life with Horses,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2015.0,Unturned,True
2014.0,FaceRig,True
2014.0,FaceRig,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Starbound,True
2013.0,Borderlands 2,True
2013.0,Borderlands 2,True
2013.0,Miasmata,True
2013.0,Miasmata,True
2013.0,Miasmata,True
2012.0,Team Fortress 2,True
2012.0,Team Fortress 2,True
2014.0,Counter-Strike: Source,True
2014.0,Terraria,True
2014.0,Terraria,True
2014.0,Terraria,True
2014.0,Terraria,True
2013.0,Awesomenauts - the 2D moba,True
2013.0,Awesomenauts - the 2D moba,True
2013.0,Awesomenauts - the 2D moba,True
2013.0,Awesomenauts - the 2D moba,True
2014.0,Counter-Strike: Global Offensive,True
2015.0,Team Fortress 2,False
2015.0,Team Fortress 2,False
2014.0,Dota 2,True
2015.0,Magicite,True
2015.0,Magicite,True
2015.0,Magicite,True
2015.0,Magicite,True
2015.0,Dota 2,True
2015.0,Dota 2,True
2015.0,Grand Theft Auto V,True
2015.0,Grand Theft Auto V,True
2015.0,Ultimate Tic-Tac-Toe,True
2015.0,Ultimate Tic-Tac-Toe,True
2015.0,Counter-Strike: Global Offensive,True
2013.0,AudioSurf,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,Robocraft,True
2014.0,"Star Wars: Battlefront 2 (Classic, 2005)",True
2014.0,Counter-Strike: Global Offensive,True
2014.0,Arma 3,True
2014.0,Arma 3,True
2014.0,Arma 3,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2014.0,Unturned,True
2015.0,LISA,True
2015.0,LISA,True
2015.0,LISA,True
2015.0,WAKFU,True
2015.0,WAKFU,True
2015.0,WAKFU,True
2015.0,WAKFU,True
2015.0,WAKFU,True
2014.0,Dota 2,True
2015.0,Grand Theft Auto V,True
2015.0,Grand Theft Auto V,True
2015.0,Counter-Strike: Global Offensive,True
2015.0,Just Cause 2,True
2015.0,Just Cause 2,True
2015.0,Nether: Resurrected,False
2015.0,Nether: Resurrected,False
2015.0,Nether: Resurrected,False
2015.0,Nether: Resurrected,False
2015.0,Nether: Resurrected,False
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,Tomb Raider: Tomb of the Lost Adventurer,False
2014.0,Tomb Raider: Tomb of the Lost Adventurer,False
2015.0,PAYDAY 2,False
2013.0,Betrayer,True
2013.0,Betrayer,True
2013.0,Betrayer,True
2015.0,Mad Max,True
2015.0,Mad Max,True
2014.0,Call of Juarez® Gunslinger,True
2014.0,Brutal Legend,True
2014.0,Brutal Legend,True
2014.0,Brutal Legend,True
2013.0,Spec Ops: The Line,True
2013.0,Spec Ops: The Line,True
2014.0,Wolfenstein: The New Order,True
2014.0,Left 4 Dead,True
2014.0,Team Fortress 2,True
2014.0,Team Fortress 2,True
2014.0,Borderlands 2,True
2014.0,Borderlands 2,True
2013.0,Left 4 Dead 2,True
2015.0,Saints Row IV,True
2015.0,Saints Row IV,True
2014.0,South Park™: The Stick of Truth™,True
2014.0,South Park™: The Stick of Truth™,True
2014.0,South Park™: The Stick of Truth™,True
2015.0,Left 4 Dead 2,True
2014.0,Beatbuddy: Tale of the Guardians,True
2014.0,Beatbuddy: Tale of the Guardians,True
2014.0,Beatbuddy: Tale of the Guardians,True
2014.0,Beatbuddy: Tale of the Guardians,True
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,DayZ,True
2014.0,The Plan,True
2014.0,The Plan,True
2014.0,The Plan,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,DayZ,True
2015.0,Subnautica,True
2014.0,PAYDAY 2,True
2015.0,Saints Row IV,True
2015.0,Saints Row IV,True
2014.0,Medal of Honor™,True
2015.0,Dota 2,True
2015.0,ARK: Survival Evolved,True
2015.0,ARK: Survival Evolved,True
